8.719155788421630859e-01,-5.011995434761047363e-01,-3.558788895606994629e-01,0.000000000000000000e+00
6.775693893432617188e-01,-4.331729412078857422e-01,9.239499568939208984e-01,0.000000000000000000e+00
-6.471385955810546875e-01,2.786490917205810547e-01,8.047465085983276367e-01,0.000000000000000000e+00
-4.148464798927307129e-01,-4.515694975852966309e-01,2.407623529434204102e-01,0.000000000000000000e+00
8.613967895507812500e-02,9.898591041564941406e-02,5.128303766250610352e-01,0.000000000000000000e+00
-1.837150454521179199e-01,-7.154648303985595703e-01,-8.401094675064086914e-01,0.000000000000000000e+00
2.078096866607666016e-01,8.344610929489135742e-01,-6.699144840240478516e-02,0.000000000000000000e+00
9.774687290191650391e-01,-1.054881811141967773e-01,4.059318304061889648e-01,0.000000000000000000e+00
-9.139977097511291504e-01,3.739153146743774414e-01,9.653491973876953125e-01,0.000000000000000000e+00
5.942167043685913086e-01,-3.560820817947387695e-01,7.421445846557617188e-01,0.000000000000000000e+00
-2.376131415367126465e-01,8.160244226455688477e-01,-1.778304576873779297e-02,0.000000000000000000e+00
6.579310894012451172e-01,8.219614028930664062e-01,-4.306971430778503418e-01,0.000000000000000000e+00
-9.003356695175170898e-01,-4.242700338363647461e-01,6.576037406921386719e-01,0.000000000000000000e+00
4.339178800582885742e-01,-9.372256994247436523e-01,-8.361779451370239258e-01,0.000000000000000000e+00
5.176674127578735352e-01,8.630623817443847656e-01,3.869441747665405273e-01,0.000000000000000000e+00
4.607539176940917969e-01,-2.983391284942626953e-03,-4.293864965438842773e-01,0.000000000000000000e+00
-5.456037521362304688e-01,-8.619770407676696777e-01,-7.693032026290893555e-01,0.000000000000000000e+00
-2.878743410110473633e-02,6.726801395416259766e-02,4.611192941665649414e-01,0.000000000000000000e+00
-3.477973937988281250e-01,9.769678115844726562e-01,9.337772130966186523e-01,0.000000000000000000e+00
6.559982299804687500e-01,3.834379911422729492e-01,8.931354284286499023e-01,0.000000000000000000e+00
-5.576548576354980469e-01,-2.557304501533508301e-01,9.853959083557128906e-01,0.000000000000000000e+00
-4.381329417228698730e-01,8.344709873199462891e-01,-4.124680161476135254e-01,0.000000000000000000e+00
