7.550177515046671033e+02,7.816937122009694576e+02,7.959809849960729480e+02,7.909969273339956999e+02,8.164185876892879605e+02,7.901419606786221266e+02,8.761020737653598189e+02,8.655203041061758995e+02,8.428655463643372059e+02,8.948610258717089891e+02
4.265356011129915714e+01,5.215050875023007393e+01,4.725252508837729692e+01,4.436624431144446135e+01,4.573428712971508503e+01,4.255496751423925161e+01,5.239368242677301168e+01,4.561039973981678486e+01,5.811069096345454454e+01,5.384993860591202974e+01
4.425556533876806498e+01,4.807892466336488724e+01,4.256969402544200420e+01,5.162881009373813868e+01,4.705137249641120434e+01,4.241441997420042753e+01,5.063616953883320093e+01,4.760848324373364449e+01,4.801851654238998890e+01,4.851758591551333666e+01
4.277860988955944777e+01,4.499137489683926105e+01,4.439843069668859243e+01,4.260109693650156260e+01,4.666500696726143360e+01,4.494772455655038357e+01,5.261098348349332809e+01,4.652659128978848457e+01,4.670294558349996805e+01,5.265753318835049868e+01
3.992436441779136658e+01,4.073516251426190138e+01,3.967199293803423643e+01,4.891892640106379986e+01,5.237888208590447903e+01,4.247545863781124353e+01,5.332395093888044357e+01,5.153034471999853849e+01,4.710089362878352404e+01,5.268964752182364464e+01
4.125255799572914839e+01,4.101597207132726908e+01,4.021413865219801664e+01,4.950677569024264812e+01,5.125129815563559532e+01,4.335643796157091856e+01,4.885527906380593777e+01,4.693480348493903875e+01,5.176851670630276203e+01,4.621646377444267273e+01
4.615025790780782700e+01,5.034370567183941603e+01,4.045301934052258730e+01,4.952646280080080032e+01,4.458172293845564127e+01,4.831950382236391306e+01,5.049537782091647387e+01,4.691465231496840715e+01,4.804770443495362997e+01,5.414330118522047997e+01
4.436903413757681847e+01,5.125555866491049528e+01,4.046484802570194006e+01,4.375860489252954721e+01,5.146998430229723454e+01,4.398738095257431269e+01,4.625836865045130253e+01,4.632177389878779650e+01,4.954615023080259562e+01,5.439452242571860552e+01
4.605386052373796701e+01,4.292008721921592951e+01,4.000892152823507786e+01,4.907843763008713722e+01,5.208397538121789694e+01,4.378393267653882504e+01,4.554838785436004400e+01,4.683215494919568300e+01,4.727801458351314068e+01,5.173231626302003860e+01
4.545727349072694778e+01,4.550185647699981928e+01,3.940357857570052147e+01,4.346879202313721180e+01,4.961547596380114555e+01,4.498155171051621437e+01,4.970909706596285105e+01,4.703646135237067938e+01,4.788988759368658066e+01,5.180789925996214151e+01
4.178478759992867708e+01,4.912754931300878525e+01,4.512490258552134037e+01,4.712985381390899420e+01,5.327967746276408434e+01,5.144444741215556860e+01,5.126881849672645330e+01,5.215566995088011026e+01,5.182930912170559168e+01,5.460840859450399876e+01
4.116650366503745317e+01,4.586049144435673952e+01,4.444849961716681719e+01,4.741869861166924238e+01,4.636407855246216059e+01,4.402396276313811541e+01,4.655339124333113432e+01,5.133901645056903362e+01,4.994047477841377258e+01,4.799769065901637077e+01
4.191385352052748203e+01,4.241231023333966732e+01,4.957645933050662279e+01,4.170731941144913435e+01,4.317547430749982595e+01,5.268208849523216486e+01,5.039196876809000969e+01,4.730757331475615501e+01,5.186702388245612383e+01,4.736431928910315037e+01
4.174614646006375551e+01,4.186247084196656942e+01,5.067616893164813519e+01,4.180963240005075932e+01,4.252277524489909410e+01,4.640310770552605391e+01,4.603115472290664911e+01,5.320703006349503994e+01,4.689303889218717813e+01,4.852796465530991554e+01
4.402869078982621431e+01,4.096825523860752583e+01,4.283459626697003841e+01,4.032052910048514605e+01,4.109939594008028507e+01,4.292947898712009192e+01,4.575074238702654839e+01,5.092843807768076658e+01,5.056247552577406168e+01,4.969975015986710787e+01
4.284704579599201679e+01,4.191607254184782505e+01,4.206319004017859697e+01,4.330366028845310211e+01,4.219039226882159710e+01,4.298289271723479033e+01,5.568315628916025162e+01,4.491581471543759108e+01,5.263820644468069077e+01,4.780075196363031864e+01
4.802897212654352188e+01,5.238582734204828739e+01,4.197931866068392992e+01,5.006232704315334558e+01,4.299119840469211340e+01,4.268154149688780308e+01,5.002413694560527802e+01,5.109456590749323368e+01,5.311900859232991934e+01,4.695149337686598301e+01
4.839888598583638668e+01,5.197464529424905777e+01,4.170027953945100307e+01,4.875148578919470310e+01,4.238549888320267200e+01,4.446632570680230856e+01,4.570881774555891752e+01,4.650143405701965094e+01,5.056794983707368374e+01,4.549310484156012535e+01
4.316211893875151873e+01,4.148035738430917263e+01,4.925273696705698967e+01,5.027498056460171938e+01,4.200634376611560583e+01,4.515635419916361570e+01,4.803174312878400087e+01,4.843682101089507341e+01,4.718279341794550419e+01,5.219351946003735065e+01
4.135635067895054817e+01,4.652131550386548042e+01,4.578898745868355036e+01,5.043794036097824574e+01,4.229713319800794125e+01,5.120056167524307966e+01,4.784902336169034243e+01,4.529133843816816807e+01,5.244301200658082962e+01,5.432618595287203789e+01
4.262099567987024784e+01,4.851436552871018648e+01,4.486157264094799757e+01,4.254588004387915134e+01,4.669422494713217020e+01,4.458985718898475170e+01,4.603727473411709070e+01,5.306584013532847166e+01,4.877198239509016275e+01,5.428967925161123276e+01
3.919066961295902729e+01,4.989399311505258083e+01,4.453633689135313034e+01,4.230306060984730721e+01,4.683360214065760374e+01,5.035275401640683413e+01,4.584461012110114098e+01,4.873721255641430616e+01,5.359065443184226751e+01,5.025001752749085426e+01
4.122925749234855175e+01,4.083041391894221306e+01,4.462477533612400293e+01,4.407474504131823778e+01,4.718463273998349905e+01,4.396759024541825056e+01,4.819197129830718040e+01,5.175410534814000130e+01,4.794634012691676617e+01,4.894255525991320610e+01
4.321821531746536493e+01,4.611687872931361198e+01,4.368181802146136761e+01,5.146012580674141645e+01,4.064697566349059343e+01,4.353152133617550135e+01,5.317058858089148998e+01,4.928048103768378496e+01,5.159164319932460785e+01,4.782487242016941309e+01
4.112359745148569345e+01,4.464110029581934214e+01,4.115682450309395790e+01,5.107401580084115267e+01,4.421932891104370356e+01,4.258825412765145302e+01,5.369533684570342302e+01,5.382508524134755135e+01,5.077601635176688433e+01,4.689773614332079887e+01
4.460459986049681902e+01,4.136522495653480291e+01,4.453123791888356209e+01,4.973639824334532022e+01,4.502768321242183447e+01,5.224866978358477354e+01,5.447732866369187832e+01,5.480676974914968014e+01,5.252659106161445379e+01,4.622045927401632071e+01
